Iee_Data,Iee_Ultimo,Iee_Abertura,Iee_Maxima,Iee_Minima,Iee_Variacao
2020-11-23,75673.17,75778.21,76072.66,75496.63,0.07
2020-11-24,76235.9,75814.34,76399.88,75325.57,0.74
2020-11-25,76918.09,76236.35,77280.42,76236.35,0.89
2020-11-26,77618.45,76928.66,77685.03,76613.67,0.91
2020-11-27,77637.53,77679.15,77969.09,77323.46,0.02
2020-11-30,77283.13,77666.73,78127.9,77251.92,-0.46
2020-12-01,77529.6,77508.85,77767.12,76744.5,0.32
2020-12-02,78144.87,77535.81,78686.43,77535.81,0.79
2020-12-03,78475.84,78281.72,79582.83,78244.37,0.42
2020-12-04,78208.45,78529.32,78986.8,77870.35,-0.34
2020-12-07,78415.12,78205.34,79378.46,77985.69,0.26
2020-12-08,78085.18,78253.6,78850.45,77546.39,-0.42
2020-12-09,77977.28,78209.89,78406.52,77717.75,-0.14
2020-12-10,78527.46,78105.04,78661.07,77035.71,0.71
2020-12-11,80370.24,78515.84,80656.74,78271.47,2.35
2020-12-14,79912.62,80639.15,81203.98,79912.62,-0.57
2020-12-15,80619.95,80052.55,80808.2,79294.3,0.89
2020-12-16,81097.63,80670.05,81244.39,80026.16,0.59
2020-12-17,81023.22,81120.34,82045.49,80765.14,-0.09
2020-12-18,80792.72,81088.63,81735.04,80469.14,-0.28
2020-12-21,79547.3,79675.22,80015.21,78757.63,-1.54
2020-12-22,79754.15,79766.64,80120.04,79473.08,0.26
2020-12-23,81004.23,79850.63,81199.03,79850.63,1.57
2020-12-28,82320.49,81295.92,82439.46,81243.24,1.62
2020-12-29,82437.03,82342.31,82529.7,81981.46,0.14
2020-12-30,82845.94,82493.31,83052.71,82211.84,0.5
